t_s,dt_s,volts,force_mN,raw_code,seq,n_held
1.751981,0.004038,1.954514,194.954004,3279130,2094,1
1.753997,0.002016,1.949757,194.487671,3271150,2095,1
1.756013,0.002016,1.945752,194.095057,3264430,2096,1
1.758035,0.002022,1.954758,194.977924,3279540,2097,1
1.760051,0.002016,1.95455,194.957533,3279190,2098,2
1.76409,0.004039,1.962864,195.772562,3293140,2100,1
1.766106,0.002016,1.962757,195.762073,3292960,2101,1
1.768122,0.002016,1.955974,195.097129,3281580,2102,1
1.770144,0.002022,1.952809,194.786861,3276270,2103,2
1.774183,0.004039,1.948893,194.402972,3269700,2105,1
1.776198,0.002015,1.954532,194.955769,3279160,2106,1
1.778215,0.002017,1.957053,195.202905,3283390,2107,1
1.780237,0.002022,1.962984,195.784326,3293340,2108,2
1.784269,0.004032,1.963079,195.793639,3293500,2110,1
1.786291,0.002022,1.961643,195.652866,3291090,2111,1
1.788307,0.002016,1.960158,195.50729,3288600,2112,1
1.790323,0.002016,1.954931,194.994883,3279830,2113,2
1.794362,0.004039,1.955265,195.027625,3280390,2115,1
1.796378,0.002016,1.951331,194.641972,3273790,2116,1
1.7984,0.002022,1.950234,194.534432,3271950,2117,1
1.800416,0.002016,1.950818,194.591682,3272930,2118,1
1.802439,0.002023,1.953024,194.807938,3276630,2119,2
1.806471,0.004032,1.957774,195.273585,3284600,2121,1
1.808493,0.002022,1.956314,195.13046,3282150,2122,1
1.810509,0.002016,1.960701,195.560521,3289510,2123,1
1.812525,0.002016,1.96566,196.046656,3297830,2124,2
1.816563,0.004038,1.96017,195.508467,3288620,2126,1
1.818579,0.002016,1.958919,195.38583,3286520,2127,1
1.820602,0.002023,1.959878,195.479842,3288130,2128,1
1.822618,0.002016,1.952934,194.799115,3276480,2129,2
1.826656,0.004038,1.95533,195.033997,3280500,2131,1
1.828672,0.002016,1.962388,195.725899,3292340,2132,1
1.830694,0.002022,1.958555,195.350147,3285910,2133,1
1.832711,0.002017,1.961267,195.616007,3290460,2134,2
1.836749,0.004038,1.968026,196.278598,3301800,2136,1
1.838765,0.002016,1.963878,195.871965,3294840,2137,1
1.840781,0.002016,1.957387,195.235647,3283950,2138,1
1.842803,0.002022,1.949978,194.509336,3271520,2139,1
1.844819,0.002016,1.958191,195.314464,3285300,2140,2
1.848858,0.004039,1.955473,195.048016,3280740,2142,1
1.850874,0.002016,1.953244,194.829505,3277000,2143,1
1.852896,0.002022,1.952195,194.72667,3275240,2144,1
1.854912,0.002016,1.957935,195.289368,3284870,2145,2
1.85895,0.004038,1.95086,194.595799,3273000,2147,1
1.860967,0.002017,1.954013,194.904891,3278290,2148,1
1.862983,0.002016,1.958227,195.317993,3285360,2149,1
1.865005,0.002022,1.955533,195.053898,3280840,2150,2
